3.530000	3.850000	25
3.900000	3.970000	19
3.970000	4.130000	20
4.130000	4.190000	21
4.250000	4.550000	25
4.620000	4.850000	34
4.900000	5.180000	32
5.240000	5.250000	23
5.250000	5.850000	25
5.910000	6.220000	30
6.270000	8.300000	25
8.850000	9.120000	25
9.190000	9.460000	22
9.510000	9.800000	27
9.830000	9.850000	21
9.850000	10.120000	22
10.180000	10.480000	27
10.490000	10.530000	21
10.530000	10.670000	20
10.670000	10.810000	21
10.830000	11.170000	25
11.170000	11.180000	54
11.230000	11.530000	29
11.570000	13.580000	32
14.180000	14.530000	25
14.530000	14.730000	22
14.730000	14.790000	23
14.830000	15.140000	25
15.200000	15.480000	29
15.480000	15.510000	30
15.550000	16.510000	25
16.570000	16.910000	30
16.910000	18.490000	29
19.470000	19.790000	29
19.830000	19.870000	46
19.870000	20.120000	34
20.180000	20.460000	39
20.510000	20.610000	34
20.640000	20.800000	34
20.900000	21.170000	39
21.230000	21.550000	30
21.550000	21.570000	31
21.570000	22.290000	32
22.350000	24.420000	25
24.970000	25.290000	25
25.340000	25.520000	20
25.520000	25.620000	21
25.650000	25.970000	25
26.000000	26.040000	49
26.040000	26.280000	34
26.350000	26.680000	32
26.720000	27.360000	25
27.390000	27.720000	30
27.750000	29.820000	25
30.430000	30.740000	25
30.770000	31.060000	22
31.120000	31.330000	27
31.330000	31.440000	28
31.490000	31.750000	22
31.820000	32.120000	27
32.140000	32.290000	20
32.290000	32.410000	21
32.410000	32.440000	22
32.440000	32.820000	25
32.940000	33.030000	32
33.060000	33.160000	29
33.160000	33.190000	30
33.220000	35.260000	32
35.510000	35.540000	51
35.890000	36.260000	25
36.260000	36.280000	44
36.280000	36.460000	20
36.460000	36.540000	21
36.540000	36.560000	22
36.590000	36.910000	25
36.910000	36.920000	19
36.920000	36.930000	17
36.930000	37.280000	29
37.280000	37.510000	27
37.510000	37.580000	28
37.620000	37.930000	25
37.960000	38.000000	26
38.000000	38.280000	25
38.310000	38.620000	30
38.640000	39.550000	29
39.570000	40.050000	29
40.060000	40.710000	29
41.330000	41.670000	29
41.700000	41.760000	46
41.760000	42.010000	34
42.050000	42.330000	39
42.400000	42.660000	34
42.760000	43.030000	39
43.070000	43.210000	31
43.210000	43.400000	30
43.400000	43.410000	31
43.410000	44.100000	32
44.150000	46.080000	25
46.500000	48.970000	25
49.330000	51.860000	25
