14.510000	14.970000	48
14.990000	15.100000	53
15.170000	16.070000	53
16.070000	17.150000	51
17.190000	17.270000	48
17.350000	17.370000	48
17.560000	17.660000	48
17.670000	18.210000	48
18.270000	18.340000	47
18.460000	19.220000	47
19.230000	19.730000	48
19.730000	20.260000	50
20.260000	21.610000	51
21.640000	21.930000	53
21.930000	22.070000	51
22.100000	22.380000	49
22.380000	22.630000	48
22.630000	22.950000	41
22.950000	24.000000	53
24.000000	24.610000	52
24.610000	24.860000	53
24.860000	25.210000	48
25.210000	25.870000	51
25.890000	26.290000	48
26.290000	27.020000	49
27.050000	27.350000	43
27.350000	28.060000	48
28.090000	28.100000	48
28.120000	28.150000	48
28.470000	29.180000	48
29.220000	29.750000	51
29.750000	30.030000	50
30.030000	31.240000	51
31.250000	31.510000	41
31.510000	32.220000	51
32.230000	32.590000	48
32.590000	32.600000	60
32.600000	32.860000	50
32.860000	33.070000	41
33.070000	33.640000	50
33.640000	33.910000	48
33.910000	34.200000	47
34.200000	35.180000	48
35.180000	36.250000	50
36.280000	36.760000	51
36.760000	37.260000	53
37.260000	37.570000	46
37.570000	37.830000	49
37.830000	38.220000	46
38.280000	38.610000	48
38.620000	38.850000	49
38.870000	39.030000	48
39.030000	39.720000	46
39.720000	39.900000	43
39.900000	40.130000	44
40.130000	40.450000	41
40.450000	40.480000	49
40.480000	40.550000	41
40.550000	40.740000	49
40.740000	40.860000	41
40.860000	40.890000	49
40.890000	41.160000	41
41.160000	41.710000	49
41.710000	42.150000	46
42.150000	42.560000	48
42.560000	43.780000	53
43.780000	44.070000	50
44.090000	44.550000	51
44.580000	44.680000	56
44.720000	44.950000	56
44.950000	45.050000	60
45.050000	45.880000	56
45.900000	46.260000	53
46.260000	46.670000	55
46.710000	47.200000	48
47.220000	47.920000	53
47.920000	48.210000	50
48.210000	48.670000	51
48.680000	48.710000	48
48.710000	49.210000	44
49.230000	49.260000	49
49.260000	49.360000	41
49.360000	49.790000	49
49.830000	49.910000	48
50.120000	50.760000	48
50.760000	51.320000	41
51.320000	52.130000	46
52.130000	52.140000	44
52.140000	52.300000	43
52.300000	52.530000	44
52.540000	52.840000	53
52.840000	54.090000	43
54.090000	54.470000	41
54.470000	54.490000	48
54.490000	54.500000	53
54.500000	55.350000	48
55.350000	56.320000	46
56.320000	56.910000	48
64.920000	65.320000	48
65.370000	65.400000	55
65.780000	65.830000	55
65.910000	66.410000	55
66.450000	67.470000	51
68.190000	68.520000	48
68.540000	69.650000	47
69.660000	70.170000	48
70.190000	70.730000	50
70.750000	70.790000	51
70.840000	70.930000	51
71.010000	71.130000	51
71.180000	71.960000	51
71.960000	72.280000	53
72.280000	72.440000	51
72.450000	72.760000	49
72.760000	73.370000	48
74.590000	74.650000	60
74.690000	75.070000	48
75.070000	75.330000	51
75.350000	75.580000	49
75.580000	75.840000	48
75.840000	76.070000	49
76.070000	76.330000	48
76.330000	76.570000	46
76.570000	76.850000	45
76.850000	77.630000	46
77.630000	77.860000	49
77.860000	77.940000	48
77.940000	78.660000	43
78.660000	78.980000	45
78.980000	79.720000	46
79.720000	80.020000	43
80.070000	80.280000	40
80.340000	80.460000	40
80.510000	80.760000	40
80.760000	80.770000	48
80.810000	81.120000	48
81.120000	81.870000	41
81.880000	82.220000	44
82.220000	82.930000	43
82.930000	83.240000	51
83.290000	84.010000	44
84.010000	84.030000	46
84.030000	84.340000	48
84.340000	85.160000	46
85.160000	85.410000	55
85.420000	86.200000	48
86.210000	86.530000	51
86.530000	86.560000	50
86.600000	86.630000	50
86.730000	87.260000	50
87.300000	87.510000	58
87.510000	88.580000	52
88.610000	89.220000	53
89.220000	89.880000	55
89.880000	90.210000	52
90.260000	90.690000	53
90.710000	91.470000	53
91.470000	91.730000	55
91.730000	91.960000	56
91.960000	92.250000	55
92.250000	93.080000	58
93.080000	93.340000	56
93.370000	93.560000	55
93.560000	93.870000	53
93.870000	94.080000	52
94.090000	94.390000	48
94.420000	95.170000	53
95.170000	95.460000	50
95.470000	96.450000	51
96.450000	96.970000	49
96.990000	97.590000	48
106.190000	106.320000	58
106.900000	107.450000	55
107.780000	107.820000	60
107.840000	107.890000	60
107.950000	108.490000	60
108.490000	109.430000	56
109.430000	110.480000	53
110.480000	111.570000	52
111.590000	112.140000	53
112.140000	112.620000	55
112.650000	112.710000	56
112.820000	113.170000	56
113.170000	113.190000	60
113.190000	113.860000	56
113.860000	114.130000	58
114.130000	114.350000	56
114.350000	114.620000	55
114.690000	114.870000	53
114.930000	115.380000	53
115.380000	115.680000	55
